401	127	245	528	372	646	646	118	274	0	9999	9999	9999									58701799	3
777	5	288	782	293	1065	1065	283	772	0	283	9999	9999								39	58701760	0
230	289	91	519	380	321	519	0	139	198	9999	139	9999										
569	179	709	748	888	1278	1278	530	390	0	9999	9999	9999										
541	48	615	589	663	1156	1156	567	493	0	567	9999	9999										
431	486	260	917	746	691	917	0	171	226	9999	171	9999										
479	107	671	586	778	1150	1150	564	372	0	9999	9999	9999										
224	459	404	683	863	628	863	180	0	235	9999	9999	235										
908	88	640	996	728	1548	1548	552	820	0	9999	9999	9999										
934	39	204	973	243	1138	1138	165	895	0	9999	895	9999										
331	55	683	386	738	1014	1014	628	276	0	9999	9999	9999										
214	566	67	780	633	281	780	0	147	499	9999	147	499										
669	70	259	739	329	928	928	189	599	0	9999	599	9999										
757	21	317	778	338	1074	1074	296	736	0	9999	9999	9999										
804	79	290	883	369	1094	1094	211	725	0	211	9999	9999										
535	31	340	566	371	875	875	309	504	0	9999	9999	9999										
545	72	408	617	480	953	953	336	473	0	9999	9999	9999										
392	251	707	643	958	1099	1099	456	141	0	9999	9999	9999										
385	90	430	475	520	815	815	340	295	0	9999	295	9999										
538	401	61	939	462	599	939	0	477	340	9999	9999	9999										
205	419	41	624	460	246	624	0	164	378	9999	9999	9999										
360	218	131	578	349	491	578	0	229	87	9999	9999	87										
193	415	471	608	886	664	886	278	0	222	9999	9999	9999										
488	197	138	685	335	626	685	0	350	59	9999	9999	59										
528	21	767	549	788	1295	1295	746	507	0	9999	507	9999										
793	20	954	813	974	1747	1747	934	773	0	9999	9999	9999										
350	56	281	406	337	631	631	225	294	0	9999	9999	9999										
165	714	238	879	952	403	952	73	0	549	9999	9999	9999										
276	416	185	692	601	461	692	0	91	231	9999	91	231										
850	102	768	952	870	1618	1618	666	748	0	9999	9999	9999										
506	89	708	595	797	1214	1214	619	417	0	619	9999	9999										
450	9	807	459	816	1257	1257	798	441	0	9999	9999	9999										
320	669	253	989	922	573	989	0	67	416	9999	67	9999										
575	208	502	783	710	1077	1077	294	367	0	9999	367	9999										
895	99	733	994	832	1628	1628	634	796	0	9999	9999	9999										
935	42	268	977	310	1203	1203	226	893	0	9999	9999	9999										
249	501	123	750	624	372	750	0	126	378	9999	9999	9999										
603	52	129	655	181	732	732	77	551	0	9999	551	9999										
511	251	21	762	272	532	762	0	490	230	9999	9999	9999										
442	123	610	565	733	1052	1052	487	319	0	487	319	9999										
276	714	73	990	787	349	990	0	203	641	9999	203	9999										
391	27	968	418	995	1359	1359	941	364	0	9999	9999	9999										
170	471	337	641	808	507	808	167	0	301	167	9999	9999										
224	277	689	501	966	913	966	465	0	53	9999	9999	9999										
237	377	148	614	525	385	614	0	89	229	9999	9999	9999										
255	85	556	340	641	811	811	471	170	0	471	9999	9999										
581	264	503	845	767	1084	1084	239	317	0	239	9999	9999										
296	546	450	842	996	746	996	154	0	250	9999	9999	9999										
826	6	611	832	617	1437	1437	605	820	0	9999	9999	9999										
786	142	304	928	446	1090	1090	162	644	0	9999	9999	9999										
528	90	235	618	325	763	763	145	438	0	9999	9999	9999										
725	87	359	812	446	1084	1084	272	638	0	9999	9999	9999										
579	56	831	635	887	1410	1410	775	523	0	775	523	9999										
657	316	242	973	558	899	973	0	415	74	9999	415	9999										
543	448	307	991	755	850	991	0	236	141	9999	9999	9999										
554	368	507	922	875	1061	1061	139	186	0	139	9999	9999										
289	586	137	875	723	426	875	0	152	449	9999	9999	9999										
668	29	710	697	739	1378	1378	681	639	0	9999	639	9999										
316	254	56	570	310	372	570	0	260	198	9999	9999	9999										
399	123	507	522	630	906	906	384	276	0	9999	9999	9999										
474	324	281	798	605	755	798	0	193	43	9999	9999	43										
292	89	564	381	653	856	856	475	203	0	475	203	9999										
344	168	585	512	753	929	929	417	176	0	9999	9999	9999										
413	181	292	594	473	705	705	111	232	0	111	9999	9999										
663	34	245	697	279	908	908	211	629	0	211	9999	9999										
759	47	409	806	456	1168	1168	362	712	0	9999	9999	9999										
467	152	801	619	953	1268	1268	649	315	0	9999	315	9999										
922	9	809	931	818	1731	1731	800	913	0	9999	9999	9999										
322	54	519	376	573	841	841	465	268	0	9999	9999	9999										
320	611	159	931	770	479	931	0	161	452	9999	9999	9999										
253	679	35	932	714	288	932	0	218	644	9999	9999	9999										
417	110	875	527	985	1292	1292	765	307	0	9999	307	9999										
824	113	743	937	856	1567	1567	630	711	0	9999	711	9999										
307	122	736	429	858	1043	1043	614	185	0	9999	9999	9999										
589	354	209	943	563	798	943	0	380	145	9999	9999	9999										
402	27	322	429	349	724	724	295	375	0	295	375	9999										
218	274	519	492	793	737	793	301	0	56	9999	9999	9999										
886	72	632	958	704	1518	1518	560	814	0	9999	9999	9999										
813	25	730	838	755	1543	1543	705	788	0	9999	9999	9999										
277	46	627	323	673	904	904	581	231	0	9999	231	9999										
969	16	309	985	325	1278	1278	293	953	0	9999	9999	9999										
173	17	544	190	561	717	717	527	156	0	527	9999	9999										
351	313	33	664	346	384	664	0	318	280	9999	9999	9999										
631	227	61	858	288	692	858	0	570	166	9999	9999	9999										
404	560	35	964	595	439	964	0	369	525	9999	9999	9999										
279	140	448	419	588	727	727	308	139	0	9999	139	9999										
866	56	500	922	556	1366	1366	444	810	0	9999	9999	9999										
316	681	108	997	789	424	997	0	208	573	9999	9999	9999										
635	352	69	987	421	704	987	0	566	283	9999	9999	283										
646	319	21	965	340	667	965	0	625	298	9999	9999	9999										
564	213	667	777	880	1231	1231	454	351	0	9999	351	9999										
576	274	674	850	948	1250	1250	400	302	0	9999	9999	9999										
452	242	99	694	341	551	694	0	353	143	9999	9999	143										
222	127	528	349	655	750	750	401	95	0	9999	95	9999										
708	261	600	969	861	1308	1308	339	447	0	339	447	9999										
551	283	13	834	296	564	834	0	538	270	9999	9999	9999										
784	130	193	914	323	977	977	63	654	0	63	9999	9999										
647	317	181	964	498	828	964	0	466	136	9999	9999	9999										
532	360	153	892	513	685	892	0	379	207	9999	379	207										
699	249	352	948	601	1051	1051	103	450	0	103	9999	9999										
645	96	389	741	485	1034	1034	293	549	0	9999	9999	9999										
534	14	209	548	223	743	743	195	520	0	195	9999	9999										
354	95	688	449	783	1042	1042	593	259	0	9999	259	9999										
776	60	479	836	539	1255	1255	419	716	0	419	9999	9999										
755	228	581	983	809	1336	1336	353	527	0	9999	527	9999										
655	11	942	666	953	1597	1597	931	644	0	931	9999	9999										
653	153	249	806	402	902	902	96	500	0	9999	9999	9999										
627	207	400	834	607	1027	1027	193	420	0	9999	9999	9999										
238	674	281	912	955	519	955	43	0	436	43	9999	9999										
515	231	285	746	516	800	800	54	284	0	9999	9999	9999										
275	652	45	927	697	320	927	0	230	607	9999	9999	607										
160	59	576	219	635	736	736	517	101	0	9999	9999	9999										
652	154	255	806	409	907	907	101	498	0	9999	9999	9999										
326	244	736	570	980	1062	1062	492	82	0	9999	9999	9999										
849	71	672	920	743	1521	1521	601	778	0	9999	9999	9999										
490	234	1	724	235	491	724	0	489	233	9999	9999	9999										
706	159	832	865	991	1538	1538	673	547	0	9999	547	9999										
245	168	707	413	875	952	952	539	77	0	539	9999	9999										
506	230	124	736	354	630	736	0	382	106	9999	9999	9999										
341	429	240	770	669	581	770	0	101	189	9999	9999	9999										
561	218	149	779	367	710	779	0	412	69	9999	9999	9999										
469	187	429	656	616	898	898	242	282	0	9999	9999	9999										
174	521	413	695	934	587	934	239	0	347	239	9999	347										
193	688	51	881	739	244	881	0	142	637	9999	9999	9999										
454	322	281	776	603	735	776	0	173	41	9999	9999	9999										
242	637	148	879	785	390	879	0	94	489	9999	9999	9999										
719	28	168	747	196	887	887	140	691	0	9999	691	9999										
491	351	533	842	884	1024	1024	182	140	0	9999	9999	9999										
230	532	35	762	567	265	762	0	195	497	9999	195	9999										
610	234	394	844	628	1004	1004	160	376	0	9999	9999	9999										
432	302	562	734	864	994	994	260	130	0	9999	9999	9999										
163	444	76	607	520	239	607	0	87	368	9999	87	9999										
319	368	423	687	791	742	791	104	0	49	9999	9999	9999										
300	37	915	337	952	1215	1215	878	263	0	9999	263	9999										
591	283	87	874	370	678	874	0	504	196	9999	9999	9999										
445	289	483	734	772	928	928	194	156	0	9999	9999	9999										
730	95	614	825	709	1344	1344	519	635	0	519	635	9999										
328	103	141	431	244	469	469	38	225	0	9999	9999	9999										
279	433	91	712	524	370	712	0	188	342	9999	9999	9999										
244	450	207	694	657	451	694	0	37	243	9999	9999	243										
418	130	557	548	687	975	975	427	288	0	427	9999	9999										
645	37	684	682	721	1329	1329	647	608	0	647	9999	9999										
810	81	531	891	612	1341	1341	450	729	0	9999	9999	9999										
330	510	57	840	567	387	840	0	273	453	9999	9999	9999										
739	35	663	774	698	1402	1402	628	704	0	9999	9999	9999										
578	231	292	809	523	870	870	61	347	0	9999	347	9999										
239	134	175	373	309	414	414	41	105	0	9999	9999	9999										
814	8	888	822	896	1702	1702	880	806	0	9999	9999	9999										
363	188	406	551	594	769	769	218	175	0	9999	175	9999										
688	186	363	874	549	1051	1051	177	502	0	9999	9999	9999										
764	89	874	853	963	1638	1638	785	675	0	9999	675	9999										
395	179	733	574	912	1128	1128	554	216	0	9999	9999	9999										
310	402	12	712	414	322	712	0	298	390	9999	9999	9999										
429	84	747	513	831	1176	1176	663	345	0	663	9999	9999										
307	164	362	471	526	669	669	198	143	0	9999	143	9999										
288	452	77	740	529	365	740	0	211	375	9999	211	375										
519	356	65	875	421	584	875	0	454	291	9999	9999	291										
271	437	100	708	537	371	708	0	171	337	9999	171	9999										
532	412	374	944	786	906	944	0	158	38	9999	9999	9999										
650	142	270	792	412	920	920	128	508	0	9999	9999	9999										
