1	13475	1								13476		1103	80
1	13474	1											
1	13473	1											
1	13472	1											
1	13471	1											
1	13470	1											
1	13469	1											
1	13468	1											
1	13467	1											
1	13466	1											
1	13465	1											
1	13464	1											
1	13463	1											
1	13462	1											
1	13461	1											
1	13460	1											
1	13459	1											
1	13458	1											
1	13457	1											
1	13456	1											
1	13455	1											
1	13454	1											
1	13453	1											
1	13452	1											
1	13451	1											
1	13450	1											
1	13449	1											
1	13448	1											
1	13447	1											
1	13446	1											
1	13445	1											
1	13444	1											
1	13443	1											
1	13442	1											
1	13441	1											
1	13440	1											
1	13439	1											
1	13438	1											
1	13437	1											
1	13436	1											
1	13435	1											
1	13434	1											
1	13433	1											
1	13432	1											
1	13431	1											
1	13430	1											
1	13429	1											
1	13428	1											
1	13427	1											
1	13426	1											
1	13425	1											
1	13424	1											
1	13423	1											
1	13422	1											
1	13421	1											
1	13420	1											
1	13419	1											
1	13418	1											
1	13417	1											
1	13416	1											
1	13415	1											
1	13414	1											
1	13413	1											
1	13412	1											
1	13411	1											
1	13410	1											
1	13409	1											
1	13408	1											
1	13407	1											
1	13406	1											
1	13405	1											
1	13404	1											
1	13403	1											
1	13402	1											
1	13401	1											
1	13400	1											
1	13399	1											
1	13398	1											
1	13397	1											
1	13396	1											
1	13395	1											
1	13394	1											
1	13393	1											
1	13392	1											
1	13391	1											
1	13390	1											
1	13389	1											
1	13388	1											
1	13387	1											
1	13386	1											
1	13385	1											
2	13383	1											
2	13381	1											
2	13379	1											
2	13377	1											
2	13375	1											
2	13373	1											
2	13371	1											
2	13369	1											
2	13367	1											
2	13365	1											
2	13363	1											
2	13361	1											
2	13359	1											
2	13357	1											
2	13355	1											
2	13353	1											
2	13351	1											
2	13349	1											
2	13347	1											
2	13345	1											
2	13343	1											
2	13341	1											
2	13339	1											
2	13337	1											
2	13335	1											
2	13333	1											
2	13331	1											
2	13329	1											
2	13327	1											
2	13325	1											
2	13323	1											
2	13321	1											
2	13319	1											
2	13317	1											
2	13315	1											
2	13313	1											
2	13311	1											
2	13309	1											
2	13307	1											
2	13305	1											
2	13303	1											
2	13301	1											
2	13299	1											
2	13297	1											
2	13295	1											
2	13293	1											
2	13291	1											
2	13289	1											
2	13287	1											
2	13285	1											
2	13283	1											
2	13281	1											
2	13279	1											
2	13277	1											
2	13275	1											
2	13273	1											
2	13271	1											
2	13269	1											
2	13267	1											
2	13265	1											
2	13263	1											
2	13261	1											
2	13259	1											
2	13257	1											
2	13255	1											
2	13253	1											
2	13251	1											
2	13249	1											
2	13247	1											
2	13245	1											
2	13243	1											
2	13241	1											
2	13239	1											
2	13237	1											
2	13235	1											
2	13233	1											
2	13231	1											
2	13229	1											
2	13227	1											
2	13225	1											
2	13223	1											
2	13221	1											
2	13219	1											
2	13217	1											
2	13215	1											
2	13213	1											
2	13211	1											
2	13209	1											
2	13207	1											
2	13205	1											
2	13203	1											
2	13201	1											
2	13199	1											
2	13197	1											
2	13195	1											
2	13193	1											
2	13191	1											
2	13189	1											
2	13187	1											
2	13185	1											
2	13183	1											
2	13181	1											
2	13179	1											
2	13177	1											
2	13175	1											
2	13173	1											
2	13171	1											
2	13169	1											
2	13167	1											
2	13165	1											
2	13163	1											
2	13161	1											
2	13159	1											
2	13157	1											
2	13155	1											
2	13153	1											
2	13151	1											
2	13149	1											
2	13147	1											
2	13145	1											
2	13143	1											
2	13141	1											
2	13139	1											
2	13137	1											
2	13135	1											
2	13133	1											
2	13131	1											
2	13129	1											
2	13127	1											
2	13125	1											
2	13123	1											
2	13121	1											
2	13119	1											
2	13117	1											
2	13115	1											
2	13113	1											
2	13111	1											
2	13109	1											
2	13107	1											
2	13105	1											
2	13103	1											
2	13101	1											
2	13099	1											
2	13097	1											
2	13095	1											
2	13093	1											
2	13091	1											
2	13089	1											
2	13087	1											
2	13085	1											
2	13083	1											
2	13081	1											
2	13079	1											
2	13077	1											
2	13075	1											
2	13073	1											
2	13071	1											
2	13069	1											
2	13067	1											
2	13065	1											
2	13063	1											
2	13061	1											
2	13059	1											
2	13057	1											
2	13055	1											
2	13053	1											
2	13051	1											
2	13049	1											
2	13047	1											
2	13045	1											
2	13043	1											
3	13040	1											
3	13037	1											
3	13034	1											
3	13031	1											
3	13028	1											
3	13025	1											
3	13022	1											
